,accession,name,chemical_formula,average_molecular_weight,monisotopic_molecular_weight,iupac_name,traditional_iupac,cas_registry_number,smiles,inchi,inchikey
140,HMDB0029304,"3,4-DHPEA-EA",C19H22O8,378.3732,378.13146768,"methyl (2R,3Z,4S)-4-{2-[2-(3,4-dihydroxyphenyl)ethoxy]-2-oxoethyl}-3-ethylidene-2-hydroxy-3,4-dihydro-2H-pyran-5-carboxylate","methyl (4S,5Z,6R)-4-{2-[2-(3,4-dihydroxyphenyl)ethoxy]-2-oxoethyl}-5-ethylidene-6-hydroxy-4,6-dihydropyran-3-carboxylate",Nah,COC(=O)C1=CO[C@@H](O)\C(=C/C)[C@@H]1CC(=O)OCCC1=CC=C(O)C(O)=C1,"InChI=1S/C19H22O8/c1-3-12-13(14(18(23)25-2)10-27-19(12)24)9-17(22)26-7-6-11-4-5-15(20)16(21)8-11/h3-5,8,10,13,19-21,24H,6-7,9H2,1-2H3/b12-3-/t13-,19+/m0/s1",BIWKXNFEOZXNLX-SQOYHTLWSA-N
141,HMDB0029444,2-Pyrrolidineacetic acid,C6H11NO2,129.159,129.078978598,2-[(2S)-pyrrolidin-2-yl]acetic acid,(2S)-pyrrolidin-2-ylacetic acid,56633-75-1,OC(=O)C[C@@H]1CCCN1,"InChI=1S/C6H11NO2/c8-6(9)4-5-2-1-3-7-5/h5,7H,1-4H2,(H,8,9)/t5-/m0/s1",ADSALMJPJUKESW-YFKPBYRVSA-N
142,HMDB0029920,beta-D-3-Ribofuranosyluric acid,C10H12N4O7,300.2249,300.070598758,"3-[3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]-6,8-dihydroxy-3,9-dihydro-2H-purin-2-one","3-[3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]-6,8-dihydroxy-9H-purin-2-one",2124-54-1,OCC1OC(C(O)C1O)N1C2=C(N=C(O)N2)C(O)=NC1=O,"InChI=1S/C10H12N4O7/c15-1-2-4(16)5(17)8(21-2)14-6-3(11-9(19)12-6)7(18)13-10(14)20/h2,4-5,8,15-17H,1H2,(H2,11,12,19)(H,13,18,20)",MFGPUMDDJCTHOI-UHFFFAOYSA-N
143,HMDB0029968,Ethyl beta-D-glucopyranoside,C8H16O6,208.21,208.094688235,"(2R,3R,4S,5S,6R)-2-ethoxy-6-(hydroxymethyl)oxane-3,4,5-triol","(2R,3R,4S,5S,6R)-2-ethoxy-6-(hydroxymethyl)oxane-3,4,5-triol",3198-49-0,CCO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,"InChI=1S/C8H16O6/c1-2-13-8-7(12)6(11)5(10)4(3-9)14-8/h4-12H,2-3H2,1H3/t4-,5-,6+,7-,8-/m1/s1",WYUFTYLVLQZQNH-JAJWTYFOSA-N
144,HMDB0030396,(±)-Tryptophan,C11H12N2O2,204.2252,204.089877638,2-amino-3-(1H-indol-3-yl)propanoic acid,tryptophan(.),54-12-6,NC(CC1=CNC2=C1C=CC=C2)C(O)=O,"InChI=1S/C11H12N2O2/c12-9(11(14)15)5-7-6-13-10-4-2-1-3-8(7)10/h1-4,6,9,13H,5,12H2,(H,14,15)",QIVBCDIJIAJPQS-UHFFFAOYSA-N
145,HMDB0030677,cis-p-Coumaric acid,C9H8O3,164.158,164.047344122,(2Z)-3-(4-hydroxyphenyl)prop-2-enoic acid,cis-p-coumaric acid,4501-31-9,OC(=O)\C=C/C1=CC=C(O)C=C1,"InChI=1S/C9H8O3/c10-8-4-1-7(2-5-8)3-6-9(11)12/h1-6,10H,(H,11,12)/b6-3-",NGSWKAQJJWESNS-UTCJRWHESA-N
146,HMDB0030684,Cyanidin 3-glucoside,C21H21O11,449.3848,449.108386514,"2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-3-{[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}-1λ⁴-chromen-1-ylium",cyanidin 3-glucoside,47705-70-4,OC[C@H]1O[C@@H](OC2=CC3=C(C=C(O)C=C3O)[O+]=C2C2=CC(O)=C(O)C=C2)[C@H](O)[C@@H](O)[C@@H]1O,"InChI=1S/C21H20O11/c22-7-16-17(27)18(28)19(29)21(32-16)31-15-6-10-12(25)4-9(23)5-14(10)30-20(15)8-1-2-11(24)13(26)3-8/h1-6,16-19,21-22,27-29H,7H2,(H3-,23,24,25,26)/p+1/t16-,17-,18+,19-,21-/m1/s1",RKWHWFONKJEUEF-GQUPQBGVSA-O
147,HMDB0031306,"3-Hydroxy-4,5-dimethyl-2(5H)-furanone",C6H8O3,128.1259,128.047344122,"3-hydroxy-4,5-dimethyl-2,5-dihydrofuran-2-one",sotolon,28664-35-9,CC1OC(=O)C(O)=C1C,"InChI=1S/C6H8O3/c1-3-4(2)9-6(8)5(3)7/h4,7H,1-2H3",UNYNVICDCJHOPO-UHFFFAOYSA-N
148,HMDB0031452,Lignans,C22H22O8,414.4053,414.13146768,"(10R,11S,16R)-16-hydroxy-10-(3,4,5-trimethoxyphenyl)-4,6,13-trioxatetracyclo[7.7.0.0³,⁷.0¹¹,¹⁵]hexadeca-1,3(7),8-trien-12-one",epipodophyllotoxins,Nah,COC1=CC(=CC(OC)=C1OC)[C@H]1[C@H]2C(COC2=O)[C@@H](O)C2=CC3=C(OCO3)C=C12,"InChI=1S/C22H22O8/c1-25-16-4-10(5-17(26-2)21(16)27-3)18-11-6-14-15(30-9-29-14)7-12(11)20(23)13-8-28-22(24)19(13)18/h4-7,13,18-20,23H,8-9H2,1-3H3/t13?,18-,19-,20+/m1/s1",YJGVMLPVUAXIQN-BCVBHCCTSA-N
149,HMDB0031455,p-Menthane,C10H20,140.2658,140.15650064,1-methyl-4-(propan-2-yl)cyclohexane,p-menthane,99-82-1,CC(C)C1CCC(C)CC1,"InChI=1S/C10H20/c1-8(2)10-6-4-9(3)5-7-10/h8-10H,4-7H2,1-3H3",CFJYNSNXFXLKNS-UHFFFAOYSA-N
150,HMDB0031458,Cyanidin 3-rutinoside,C27H31O15,595.526,595.166295322,"2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-3-{[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-({[(2R,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxy}methyl)oxan-2-yl]oxy}-1lambda4-chromen-1-ylium","2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-3-{[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-({[(2R,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxy}methyl)oxan-2-yl]oxy}-1lambda4-chromen-1-ylium",28338-59-2,[H][C@@]1(C)O[C@@]([H])(OC[C@@]2([H])O[C@@]([H])(OC3=CC4=C(C=C(O)C=C4O)[O+]=C3C3=CC(O)=C(O)C=C3)[C@]([H])(O)[C@@]([H])(O)[C@]2([H])O)[C@]([H])(O)[C@]([H])(O)[C@@]1([H])O,"InChI=1S/C27H30O15/c1-9-19(32)21(34)23(36)26(39-9)38-8-18-20(33)22(35)24(37)27(42-18)41-17-7-12-14(30)5-11(28)6-16(12)40-25(17)10-2-3-13(29)15(31)4-10/h2-7,9,18-24,26-27,32-37H,8H2,1H3,(H3-,28,29,30,31)/p+1/t9-,18+,19-,20+,21+,22-,23+,24+,26+,27+/m0/s1",USNPULRDBDVJAO-FXCAAIILSA-O
151,HMDB0031473,"1,3-Dithiane",C4H8S2,120.236,120.006741636,"1,3-dithiane","1,3-dithiane",505-23-7,C1CSCSC1,InChI=1S/C4H8S2/c1-2-5-4-6-3-1/h1-4H2,WQADWIOXOXRPLN-UHFFFAOYSA-N
152,HMDB0031602,4-Pentenoic acid,C5H8O2,100.1158,100.0524295,pent-4-enoic acid,4-pentenoic acid,591-80-0,OC(=O)CCC=C,"InChI=1S/C5H8O2/c1-2-3-4-5(6)7/h2H,1,3-4H2,(H,6,7)",HVAMZGADVCBITI-UHFFFAOYSA-N
153,HMDB0031715,6-Hydroxydaidzein,C15H10O5,270.2369,270.05282343,"6,7-dihydroxy-3-(4-hydroxyphenyl)-4H-chromen-4-one",6-hydroxydaidzein,17817-31-1,OC1=CC=C(C=C1)C1=COC2=C(C=C(O)C(O)=C2)C1=O,"InChI=1S/C15H10O5/c16-9-3-1-8(2-4-9)11-7-20-14-6-13(18)12(17)5-10(14)15(11)19/h1-7,16-18H",GYLUFQJZYAJQDI-UHFFFAOYSA-N
154,HMDB0032048,"2,6-Di-tert-butyl-4-hydroxymethylphenol",C15H24O2,236.3499,236.177630012,"2,6-di-tert-butyl-4-(hydroxymethyl)phenol","2,6-di-tert-butyl-4-(hydroxymethyl)phenol",88-26-6,CC(C)(C)C1=CC(CO)=CC(=C1O)C(C)(C)C,"InChI=1S/C15H24O2/c1-14(2,3)11-7-10(9-16)8-12(13(11)17)15(4,5)6/h7-8,16-17H,9H2,1-6H3",HNURKXXMYARGAY-UHFFFAOYSA-N
155,HMDB0032131,"3,5-Dihydroxycinnamic acid",C9H8O4,180.159,180.042258738,"(2E)-3-(3,5-dihydroxyphenyl)prop-2-enoic acid","(2E)-3-(3,5-dihydroxyphenyl)prop-2-enoic acid",127791-54-2,OC(=O)\C=C\C1=CC(O)=CC(O)=C1,"InChI=1S/C9H8O4/c10-7-3-6(1-2-9(12)13)4-8(11)5-7/h1-5,10-11H,(H,12,13)/b2-1+",MFFCZSWTQMCKFP-OWOJBTEDSA-N
156,HMDB0032133,Bisphenol A,C15H16O2,228.2863,228.115029756,4-[2-(4-hydroxyphenyl)propan-2-yl]phenol,bisphenol-A,80-05-7,CC(C)(C1=CC=C(O)C=C1)C1=CC=C(O)C=C1,"InChI=1S/C15H16O2/c1-15(2,11-3-7-13(16)8-4-11)12-5-9-14(17)10-6-12/h3-10,16-17H,1-2H3",IISBACLAFKSPIT-UHFFFAOYSA-N
157,HMDB0032568,2'-Hydroxyacetophenone,C8H8O2,136.1479,136.0524295,1-(2-hydroxyphenyl)ethan-1-one,o-acetylphenol,118-93-4,CC(=O)C1=CC=CC=C1O,"InChI=1S/C8H8O2/c1-6(9)7-4-2-3-5-8(7)10/h2-5,10H,1H3",JECYUBVRTQDVAT-UHFFFAOYSA-N
158,HMDB0032575,Butylparaben,C11H14O3,194.2271,194.094294314,butyl 4-hydroxybenzoate,butylparaben,94-26-8,CCCCOC(=O)C1=CC=C(O)C=C1,"InChI=1S/C11H14O3/c1-2-3-8-14-11(13)9-4-6-10(12)7-5-9/h4-7,12H,2-3,8H2,1H3",QFOHBWFCKVYLES-UHFFFAOYSA-N
159,HMDB0032582,2-Biphenylol,C12H10O,170.2072,170.073164942,"[1,1'-biphenyl]-2-ol",o-phenylphenol,90-43-7,OC1=CC=CC=C1C1=CC=CC=C1,"InChI=1S/C12H10O/c13-12-9-5-4-8-11(12)10-6-2-1-3-7-10/h1-9,13H",LLEMOWNGBBNAJR-UHFFFAOYSA-N
160,HMDB0032913,"4-(2,6,6-Trimethyl-1-cyclohexen-1-yl)-2-butanone",C13H22O,194.3132,194.167065326,"4-(2,6,6-trimethylcyclohex-1-en-1-yl)butan-2-one",dihydro-β-ionone,17283-81-7,CC(=O)CCC1=C(C)CCCC1(C)C,"InChI=1S/C13H22O/c1-10-6-5-9-13(3,4)12(10)8-7-11(2)14/h5-9H2,1-4H3",QJJDNZGPQDGNDX-UHFFFAOYSA-N
161,HMDB0032946,"3,5-Diethyl-2-methylpyrazine",C9H14N2,150.2209,150.115698458,"3,5-diethyl-2-methylpyrazine","3,5-diethyl-2-methylpyrazine",18138-05-1,CCC1=NC(CC)=C(C)N=C1,"InChI=1S/C9H14N2/c1-4-8-6-10-7(3)9(5-2)11-8/h6H,4-5H2,1-3H3",MRWLZECVHMHMGI-UHFFFAOYSA-N
162,HMDB0033136,2-Amino-4-hydroxy-6-pteridinecarboxylic acid,C7H5N5O3,207.1463,207.039239051,"2-amino-4-oxo-3,4-dihydropteridine-6-carboxylic acid",2-amino-4-oxo-3H-pteridine-6-carboxylic acid,948-60-7,NC1=NC2=NC=C(N=C2C(=O)N1)C(O)=O,"InChI=1S/C7H5N5O3/c8-7-11-4-3(5(13)12-7)10-2(1-9-4)6(14)15/h1H,(H,14,15)(H3,8,9,11,12,13)",QABAUCFGPWONOG-UHFFFAOYSA-N
163,HMDB0033206,Arsenobetaine,C5H11AsO2,178.0612,177.997501013,2-(trimethylarsaniumyl)acetate,arsenobetaine,64436-13-1,C[As+](C)(C)CC([O-])=O,"InChI=1S/C5H11AsO2/c1-6(2,3)4-5(7)8/h4H2,1-3H3",SPTHHTGLGVZZRH-UHFFFAOYSA-N
164,HMDB0033759,Dihydroformononetin,C16H14O4,270.28,270.089208936,"7-hydroxy-3-(4-methoxyphenyl)-3,4-dihydro-2H-1-benzopyran-4-one",dihydroformononetin,4626-22-6,COC1=CC=C(C=C1)C1COC2=C(C=CC(O)=C2)C1=O,"InChI=1S/C16H14O4/c1-19-12-5-2-10(3-6-12)14-9-20-15-8-11(17)4-7-13(15)16(14)18/h2-8,14,17H,9H2,1H3",INYISIYHXQDCPK-UHFFFAOYSA-N
165,HMDB0033836,Ethyl gallate,C9H10O5,198.174,198.052823422,"ethyl 3,4,5-trihydroxybenzoate",ethyl gallate,831-61-8,CCOC(=O)C1=CC(O)=C(O)C(O)=C1,"InChI=1S/C9H10O5/c1-2-14-9(13)5-3-6(10)8(12)7(11)4-5/h3-4,10-12H,2H2,1H3",VFPFQHQNJCMNBZ-UHFFFAOYSA-N
166,HMDB0033860,8-Hydroxydaidzein,C15H10O5,270.2369,270.05282343,"7,8-dihydroxy-3-(4-hydroxyphenyl)-4H-chromen-4-one",8-hydroxydaidzein,75187-63-2,OC1=CC=C(C=C1)C1=COC2=C(C=CC(O)=C2O)C1=O,"InChI=1S/C15H10O5/c16-9-3-1-8(2-4-9)11-7-20-15-10(13(11)18)5-6-12(17)14(15)19/h1-7,16-17,19H",BMZFZTMWBCFKSS-UHFFFAOYSA-N
167,HMDB0033895,Anisole,C7H8O,108.1378,108.057514878,anisole,anisole,100-66-3,COC1=CC=CC=C1,"InChI=1S/C7H8O/c1-8-7-5-3-2-4-6-7/h2-6H,1H3",RDOXTESZEPMUJZ-UHFFFAOYSA-N
168,HMDB0033973,Procyanidin B2,C30H26O12,578.526,578.142426277,"(2R,3R)-2-(3,4-dihydroxyphenyl)-8-[(2R,3R,4R)-2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxy-3,4-dihydro-2H-1-benzopyran-4-yl]-3,4-dihydro-2H-1-benzopyran-3,5,7-triol",procyanidin B2,29106-49-8,[H][C@]1([C@@H](O)[C@H](OC2=CC(O)=CC(O)=C12)C1=CC(O)=C(O)C=C1)C1=C(O)C=C(O)C2=C1O[C@@H]([C@H](O)C2)C1=CC(O)=C(O)C=C1,"InChI=1S/C30H26O12/c31-13-7-20(37)24-23(8-13)41-29(12-2-4-16(33)19(36)6-12)27(40)26(24)25-21(38)10-17(34)14-9-22(39)28(42-30(14)25)11-1-3-15(32)18(35)5-11/h1-8,10,22,26-29,31-40H,9H2/t22-,26-,27-,28-,29-/m1/s1",XFZJEEAOWLFHDH-NFJBMHMQSA-N
169,HMDB0034127,Prunetin,C16H12O5,284.267,284.068473486,5-hydroxy-3-(4-hydroxyphenyl)-7-methoxy-4H-chromen-4-one,prunetin,552-59-0,COC1=CC2=C(C(O)=C1)C(=O)C(=CO2)C1=CC=C(O)C=C1,"InChI=1S/C16H12O5/c1-20-11-6-13(18)15-14(7-11)21-8-12(16(15)19)9-2-4-10(17)5-3-9/h2-8,17-18H,1H3",KQMVAGISDHMXJJ-UHFFFAOYSA-N
170,HMDB0034778,"(2R*,3R*)-1,2,3-Butanetriol",C4H10O3,106.1204,106.062994186,"butane-1,2,3-triol","1,2,3-trihydroxybutane",Nah,CC(O)C(O)CO,"InChI=1S/C4H10O3/c1-3(6)4(7)2-5/h3-7H,2H2,1H3",YAXKTBLXMTYWDQ-UHFFFAOYSA-N
171,HMDB0035089,(R)-Carvone,C10H14O,150.2176,150.10446507,(5R)-2-methyl-5-(prop-1-en-2-yl)cyclohex-2-en-1-one,(-)-carvone,6485-40-1,CC(=C)[C@@H]1CC=C(C)C(=O)C1,"InChI=1S/C10H14O/c1-7(2)9-5-4-8(3)10(11)6-9/h4,9H,1,5-6H2,2-3H3/t9-/m1/s1",ULDHMXUKGWMISQ-SECBINFHSA-N
172,HMDB0035698,Matairesinol,C20H22O6,358.3851,358.141638436,"(3R,4R)-3,4-bis[(4-hydroxy-3-methoxyphenyl)methyl]oxolan-2-one",matairesinol,580-72-3,COC1=C(O)C=CC(C[C@H]2COC(=O)[C@@H]2CC2=CC(OC)=C(O)C=C2)=C1,"InChI=1S/C20H22O6/c1-24-18-9-12(3-5-16(18)21)7-14-11-26-20(23)15(14)8-13-4-6-17(22)19(10-13)25-2/h3-6,9-10,14-15,21-22H,7-8,11H2,1-2H3/t14-,15+/m0/s1",MATGKVZWFZHCLI-LSDHHAIUSA-N
173,HMDB0035764,(-)-Neoisomenthol,C10H20O,156.2652,156.151415262,"(1S,2S,5S)-5-methyl-2-(propan-2-yl)cyclohexan-1-ol","(1S,2S,5S)-2-isopropyl-5-methylcyclohexan-1-ol",Nah,CC(C)[C@@H]1CC[C@H](C)C[C@@H]1O,"InChI=1S/C10H20O/c1-7(2)9-5-4-8(3)6-10(9)11/h7-11H,4-6H2,1-3H3/t8-,9-,10-/m0/s1",NOOLISFMXDJSKH-GUBZILKMSA-N
174,HMDB0035907,Linalyl oxide,C10H18O2,170.2487,170.13067982,2-(5-ethenyl-5-methyloxolan-2-yl)propan-2-ol,linalool oxide,60047-17-8,CC(C)(O)C1CCC(C)(O1)C=C,"InChI=1S/C10H18O2/c1-5-10(4)7-6-8(12-10)9(2,3)11/h5,8,11H,1,6-7H2,2-4H3",BRHDDEIRQPDPMG-UHFFFAOYSA-N
175,HMDB0036491,Di-2-propenyl sulfide,C6H10S,114.209,114.05032101,3-(prop-2-en-1-ylsulfanyl)prop-1-ene,oil garlic,592-88-1,C=CCSCC=C,"InChI=1S/C6H10S/c1-3-5-7-6-4-2/h3-4H,1-2,5-6H2",UBJVUCKUDDKUJF-UHFFFAOYSA-N
176,HMDB0036616,Pseudobaptigenin,C16H10O5,282.2476,282.05282343,"3-(2H-1,3-benzodioxol-5-yl)-7-hydroxy-4H-chromen-4-one",pseudobaptigenin,90-29-9,OC1=CC2=C(C=C1)C(=O)C(=CO2)C1=CC2=C(OCO2)C=C1,"InChI=1S/C16H10O5/c17-10-2-3-11-14(6-10)19-7-12(16(11)18)9-1-4-13-15(5-9)21-8-20-13/h1-7,17H,8H2",KNJNBKINYHZUGC-UHFFFAOYSA-N
177,HMDB0036648,"7-Isopropyl-1,4-dimethylazulene",C15H18,198.3034,198.140850576,"1,4-dimethyl-7-(propan-2-yl)azulene",azulon,489-84-9,CC(C)C1=CC2=C(C)C=CC2=C(C)C=C1,"InChI=1S/C15H18/c1-10(2)13-7-5-11(3)14-8-6-12(4)15(14)9-13/h5-10H,1-4H3",FWKQNCXZGNBPFD-UHFFFAOYSA-N
178,HMDB0036823,Theaspirane,C13H22O,194.3132,194.167065326,"2,6,10,10-tetramethyl-1-oxaspiro[4.5]dec-6-ene","2,6,10,10-tetramethyl-1-oxaspiro[4.5]dec-6-ene",36431-72-8,CC1CCC2(O1)C(C)=CCCC2(C)C,"InChI=1S/C13H22O/c1-10-6-5-8-12(3,4)13(10)9-7-11(2)14-13/h6,11H,5,7-9H2,1-4H3",GYUZHTWCNKINPY-UHFFFAOYSA-N
179,HMDB0037139,"4-(2,6,6-Trimethyl-1,3-cyclohexadien-1-yl)-2-butanone",C13H20O,192.2973,192.151415262,"4-(2,6,6-trimethylcyclohexa-1,3-dien-1-yl)butan-2-one","4-(2,6,6-trimethylcyclohexa-1,3-dien-1-yl)butan-2-one",20483-36-7,CC(=O)CCC1=C(C)C=CCC1(C)C,"InChI=1S/C13H20O/c1-10-6-5-9-13(3,4)12(10)8-7-11(2)14/h5-6H,7-9H2,1-4H3",SQFRYZPEWOZAKJ-UHFFFAOYSA-N
180,HMDB0037972,Cyanidin 3-arabinoside,C20H19O10,419.3589,419.097821828,"3-{[(2R,3R,4R,5S)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]oxy}-2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-1λ⁴-chromen-1-ylium","3-{[(2R,3R,4R,5S)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]oxy}-2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-1λ⁴-chromen-1-ylium",27214-72-8,OC[C@@H]1O[C@H](OC2=CC3=C(C=C(O)C=C3O)[O+]=C2C2=CC(O)=C(O)C=C2)[C@H](O)[C@H]1O,"InChI=1S/C20H18O10/c21-7-16-17(26)18(27)20(30-16)29-15-6-10-12(24)4-9(22)5-14(10)28-19(15)8-1-2-11(23)13(25)3-8/h1-6,16-18,20-21,26-27H,7H2,(H3-,22,23,24,25)/p+1/t16-,17-,18+,20-/m0/s1",SBBFXSBQYRSIPP-GNBUJSLZSA-O
181,HMDB0037974,Cyanidin 3-(6''-malonylglucoside),C24H23O14,535.431,535.108780444,"3-[(6-{[(2-carboxyacetyl)oxy]methyl}-3,4,5-trihydroxyoxan-2-yl)oxy]-2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-1λ⁴-chromen-1-ylium","3-[(6-{[(2-carboxyacetyl)oxy]methyl}-3,4,5-trihydroxyoxan-2-yl)oxy]-2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-1λ⁴-chromen-1-ylium",94977-38-5,OC1C(COC(=O)CC(O)=O)OC(OC2=C([O+]=C3C=C(O)C=C(O)C3=C2)C2=CC(O)=C(O)C=C2)C(O)C1O,"InChI=1S/C24H22O14/c25-10-4-13(27)11-6-16(23(36-15(11)5-10)9-1-2-12(26)14(28)3-9)37-24-22(34)21(33)20(32)17(38-24)8-35-19(31)7-18(29)30/h1-6,17,20-22,24,32-34H,7-8H2,(H4-,25,26,27,28,29,30)/p+1",ROQLTZUOXIQBDO-UHFFFAOYSA-O
182,HMDB0037984,Cyanidin 3-xyloside,C20H19O10,419.3589,419.097821828,"3-{[(2S,3R,4R,5R)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]oxy}-2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-1lambda4-chromen-1-ylium","3-{[(2S,3R,4R,5R)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]oxy}-2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-1lambda4-chromen-1-ylium",29761-24-8,[H][C@]1(CO)O[C@@]([H])(OC2=CC3=C(C=C(O)C=C3O)[O+]=C2C2=CC(O)=C(O)C=C2)[C@]([H])(O)[C@@]1([H])O,"InChI=1S/C20H18O10/c21-7-16-17(26)18(27)20(30-16)29-15-6-10-12(24)4-9(22)5-14(10)28-19(15)8-1-2-11(23)13(25)3-8/h1-6,16-18,20-21,26-27H,7H2,(H3-,22,23,24,25)/p+1/t16-,17+,18-,20-/m1/s1",SBBFXSBQYRSIPP-AJYBTWMASA-O
183,HMDB0037988,Cyanidin 3-(2G-glucosylrutinoside),C33H41O20,757.6666,757.219118752,"3-[(4,5-dihydroxy-3-{[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}-6-{[(3,4,5-trihydroxy-6-methyloxan-2-yl)oxy]methyl}oxan-2-yl)oxy]-2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-1lambda4-chromen-1-ylium","3-[(4,5-dihydroxy-3-{[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}-6-{[(3,4,5-trihydroxy-6-methyloxan-2-yl)oxy]methyl}oxan-2-yl)oxy]-2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-1lambda4-chromen-1-ylium",55028-57-4,CC1OC(OCC2OC(OC3=CC4=C(O)C=C(O)C=C4[O+]=C3C3=CC=C(O)C(O)=C3)C(OC3OC(CO)C(O)C(O)C3O)C(O)C2O)C(O)C(O)C1O,"InChI=1S/C33H40O20/c1-10-21(39)24(42)27(45)31(48-10)47-9-20-23(41)26(44)30(53-32-28(46)25(43)22(40)19(8-34)51-32)33(52-20)50-18-7-13-15(37)5-12(35)6-17(13)49-29(18)11-2-3-14(36)16(38)4-11/h2-7,10,19-28,30-34,39-46H,8-9H2,1H3,(H3-,35,36,37,38)/p+1",MSUVUDCULKNUJL-UHFFFAOYSA-O
184,HMDB0037994,Cyanidin 3-(2G-xylosylrutinoside),C32H39O19,727.6407,727.208554066,"3-[(4,5-dihydroxy-6-{[(3,4,5-trihydroxy-6-methyloxan-2-yl)oxy]methyl}-3-[(3,4,5-trihydroxyoxan-2-yl)oxy]oxan-2-yl)oxy]-2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-1lambda4-chromen-1-ylium","3-[(4,5-dihydroxy-6-{[(3,4,5-trihydroxy-6-methyloxan-2-yl)oxy]methyl}-3-[(3,4,5-trihydroxyoxan-2-yl)oxy]oxan-2-yl)oxy]-2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-1lambda4-chromen-1-ylium",38226-79-8,CC1OC(OCC2OC(OC3=CC4=C(O)C=C(O)C=C4[O+]=C3C3=CC=C(O)C(O)=C3)C(OC3OCC(O)C(O)C3O)C(O)C2O)C(O)C(O)C1O,"InChI=1S/C32H38O19/c1-10-21(38)24(41)27(44)30(47-10)46-9-20-23(40)25(42)29(51-31-26(43)22(39)17(37)8-45-31)32(50-20)49-19-7-13-15(35)5-12(33)6-18(13)48-28(19)11-2-3-14(34)16(36)4-11/h2-7,10,17,20-27,29-32,37-44H,8-9H2,1H3,(H3-,33,34,35,36)/p+1",ZSWXIMXLLJRVFT-UHFFFAOYSA-O
185,HMDB0037998,Delphinidin 3-arabinoside,C20H19O11,435.3583,435.09273645,"3-{[(2S,3S,4S,5S)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]oxy}-5,7-dihydroxy-2-(3,4,5-trihydroxyphenyl)-1λ⁴-chromen-1-ylium","3-{[(2S,3S,4S,5S)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]oxy}-5,7-dihydroxy-2-(3,4,5-trihydroxyphenyl)-1λ⁴-chromen-1-ylium",28500-01-8,OC[C@@H]1O[C@@H](OC2=CC3=C(O)C=C(O)C=C3[O+]=C2C2=CC(O)=C(O)C(O)=C2)[C@@H](O)[C@@H]1O,"InChI=1S/C20H18O11/c21-6-15-17(27)18(28)20(31-15)30-14-5-9-10(23)3-8(22)4-13(9)29-19(14)7-1-11(24)16(26)12(25)2-7/h1-5,15,17-18,20-21,27-28H,6H2,(H4-,22,23,24,25,26)/p+1/t15-,17+,18-,20+/m0/s1",WIEYMFHXYNRELM-ZNWBIBPKSA-O
