accession,name,synonyms,chemical_formula,average_molecular_weight,monisotopic_molecular_weight,iupac_name,traditional_iupac,cas_registry_number,smiles,inchi,inchikey
HMDB0000026,Ureidopropionic acid,3-[(Aminocarbonyl)amino]propanoic acid|3-Ureidopropanoate|3-Ureidopropanoic acid|3-Ureidopropionate|3-Ureidopropionic acid|beta-Ureidopropionic acid|N-(AMINOCARBONYL)-BETA-alanine|Ureidopropanoic acid|N-Carbamoyl-beta-alanine|3-[(Aminocarbonyl)amino]propanoate|b-Ureidopropionate|b-Ureidopropionic acid|beta-Ureidopropionate|Β-ureidopropionate|Β-ureidopropionic acid|N-(AMINOCARBONYL)-b-alanine|N-(AMINOCARBONYL)-β-alanine|Ureidopropanoate|N-Carbamoyl-b-alanine|N-Carbamoyl-β-alanine|Ureidopropionate|3-(carbamoylamino)Propanoate|3-(carbamoylamino)Propanoic acid|3-ureido-Propionate|Carbamoyl-b-ala-OH|Carbamoyl-beta-ala-OH|N-(Aminocarbonyl)-'b-alanine|N-Carbamyl-b-alanine|N-Carbamyl-beta-alanine|Ion(-1) OF N-carbamoyl-beta-alanine|Carbamoyl-beta-alanine|Carbamoyl-β-alanine|Carbamyl beta-alanine|Carbamyl β-alanine|beta-Ureidopropanoic acid|β-Ureidopropanoic acid,C4H8N2O3,132.1179,132.053492132,3-(carbamoylamino)propanoic acid,ureidopropionic acid,462-88-4,NC(=O)NCCC(O)=O,"InChI=1S/C4H8N2O3/c5-4(9)6-2-1-3(7)8/h1-2H2,(H,7,8)(H3,5,6,9)",JSJWCHRYRHKBBW-UHFFFAOYSA-N
HMDB0000027,Tetrahydrobiopterin,"(-)-(6R)-2-Amino-6-((1R,2S)-1,2-dihydroxypropyl)-5,6,7,8-tetrahydro-4(3H)-pteridinone|(6R)-L-Erythro-5,6,7,8-tetrahydrobiopterin|(6R)-L-Erythro-tetrahydrobiopterin|2-Amino-6-(1,2-dihydroxypropyl)-5,6,7,8-tetrahydoro-4(1H)-pteridinone|5,6,7,8-Tetrahydrobiopterin|6R-5,6,7,8-Tetrahydrobiopterin|6R-BH4|6R-L-5,6,7,8-Tetrahydrobiopterin|R-THBP|Sapropterina|Sapropterinum|Tetrahydrobiopterin|5,6,7,8-erythro-Tetrahydrobiopterin|5,6,7,8-tetrahydro-L-Erythrobiopterin|5,6,7,8-Tetrahydrobiopterin, (S-(r*,s*))-isomer|5,6,7,8-Tetrahydrodictyopterin|6R-L-erythro-5,6,7,8-Tetrahydrobiopterin|BPH4|D-threo-Tetrahydrobiopterin|THBP|Kuvan|Phenylalanine hydroxylase cofactor|Sapropterin dihydrochloride|tetrahydro-6-Biopterin|2',4',5'-Trihydroxybutyrophenone|Sapropterin|Trihydroxybutyrophenone|1-Butanone, 1-(2,4,5-trihydroxyphenyl)|2,4,5-Trihydroxybutyrophenone|(6R)-5,6,7,8-Tetrahydro-L-biopterin|(6R)-5,6,7,8-Tetrahydrobiopterin|(6R)-Tetrahydrobiopterin|2-Amino-6-(1,2-dihydroxypropyl)-5,6,7,8-tetrahydro-4(3H)-pteridinone|6R-Tetrahydro-L-biopterin|6beta-5,6,7,8-Tetrahydro-L-biopterin|6β-5,6,7,8-Tetrahydro-L-biopterin|L-erythro-Tetrahydrobiopterin|(6R)-2-Amino-6-[(1R,2S)-1,2-dihydroxypropyl]-5,6,7,8-tetrahydro-4(1H)-pteridinone",C9H15N5O3,241.2471,241.117489371,"(6R)-2-amino-6-[(1R,2S)-1,2-dihydroxypropyl]-1,4,5,6,7,8-hexahydropteridin-4-one",tetrahydrobiopterin,62989-33-7,[H][C@@]1(CNC2=C(N1)C(=O)N=C(N)N2)[C@@H](O)[C@H](C)O,"InChI=1S/C9H15N5O3/c1-3(15)6(16)4-2-11-7-5(12-4)8(17)14-9(10)13-7/h3-4,6,12,15-16H,2H2,1H3,(H4,10,11,13,14,17)/t3-,4+,6-/m0/s1",FNKQXYHWGSIFBK-RPDRRWSUSA-N
HMDB0000030,Biotin,"(+)-cis-Hexahydro-2-oxo-1H-thieno[3,4]imidazole-4-valeric acid|(3AS,4S,6ar)-hexahydro-2-oxo-1H-thieno[3,4-D]imidazole-4-valeric acid|5-(2-Oxohexahydro-1H-thieno[3,4-D]imidazol-4-yl)pentanoic acid|Biotina|Biotine|Biotinum|cis-(+)-Tetrahydro-2-oxothieno[3,4]imidazoline-4-valeric acid|cis-Hexahydro-2-oxo-1H-thieno(3,4)imidazole-4-valeric acid|cis-Tetrahydro-2-oxothieno(3,4-D)imidazoline-4-valeric acid|Coenzyme R|D-(+)-Biotin|D-Biotin|Vitamin b7|Vitamin H|Bioepiderm|(+)-cis-Hexahydro-2-oxo-1H-thieno[3,4]imidazole-4-valerate|(3AS,4S,6ar)-hexahydro-2-oxo-1H-thieno[3,4-D]imidazole-4-valerate|5-(2-Oxohexahydro-1H-thieno[3,4-D]imidazol-4-yl)pentanoate|cis-(+)-Tetrahydro-2-oxothieno[3,4]imidazoline-4-valerate|cis-Hexahydro-2-oxo-1H-thieno(3,4)imidazole-4-valerate|cis-Tetrahydro-2-oxothieno(3,4-D)imidazoline-4-valerate|(+)-Biotin|-(+)-Biotin|1SWK|1SWN|1SWR|Biodermatin|Bios H|Bios II|D(+)-Biotin|D-Biotin factor S|delta-(+)-Biotin|delta-Biotin|delta-Biotin factor S|Factor S|Factor S (vitamin)|Hexahydro-2-oxo-1H-thieno(3,4-D)imidazole-4-pentanoate|Hexahydro-2-oxo-1H-thieno(3,4-D)imidazole-4-pentanoic acid|Hexahydro-2-oxo-[3as-(3aa,4b,6aa)]-1H-thieno[3,4-D]imidazole-4-pentanoate|Hexahydro-2-oxo-[3as-(3aa,4b,6aa)]-1H-thieno[3,4-D]imidazole-4-pentanoic acid|Hexahydro-2-oxo-[3as-(3alpha,4beta,6alpha)]-1H-thieno[3,4-D]imidazole-4-pentanoate|Hexahydro-2-oxo-[3as-(3alpha,4beta,6alpha)]-1H-thieno[3,4-D]imidazole-4-pentanoic acid|Lutavit H2|Meribin|Rovimix H 2|Vitamin-H|Biotin hermes brand|Biotin roche brand|Biotin simons brand|Biotin strathmann brand|Biotin ziethen brand|Biotin ratiopharm|Roche brand OF biotin|Roche, biotine|E+b pharma brand OF biotin|Medobiotin|Biokur|Biotinratiopharm|Gelfert, biotin|Hermes brand OF biotin|Hermes, biotin|Medopharm brand OF biotin|Ratiopharm brand OF biotin|Biocur brand OF biotin|Biotin dermapharm brand|Biotine roche|Deacura|Dermapharm brand OF biotin|Gabunat|Medebiotin|Rombellin|Ziethen brand OF biotin|Biotin biocur brand|Biotin gelfert|Biotin hermes|Biotin medopharm brand|Biotin ratiopharm brand|Biotin-ratiopharm|H, Vitamin|Medea brand OF biotin sodium salt|Simons brand OF biotin|Strathmann brand OF biotin",C10H16N2O3S,244.311,244.088163078,"5-[(3aS,4S,6aR)-2-oxo-hexahydro-1H-thieno[3,4-d]imidazol-4-yl]pentanoic acid","5-[(3aS,4S,6aR)-2-oxo-hexahydrothieno[3,4-d]imidazol-4-yl]pentanoic acid",58-85-5,[H][C@]12CS[C@@H](CCCCC(O)=O)[C@@]1([H])NC(=O)N2,"InChI=1S/C10H16N2O3S/c13-8(14)4-2-1-3-7-9-6(5-16-7)11-10(15)12-9/h6-7,9H,1-5H2,(H,13,14)(H2,11,12,15)/t6-,7-,9-/m0/s1",YBJHBAHKTGYVGT-ZKWXMUAHSA-N
HMDB0000031,Androsterone,"(3alpha,5alpha)-3-Hydroxyandrostan-17-one|3-Epihydroxyetioallocholan-17-one|3alpha-Hydroxy-5alpha-androstan-17-one|3alpha-Hydroxyetioallocholan-17-one|5alpha-Androstane-3alpha-ol-17-one|5alpha-Androsterone|Androkinine|Androtine|cis-Androsterone|(3a,5a)-3-Hydroxyandrostan-17-one|(3Α,5α)-3-hydroxyandrostan-17-one|3a-Hydroxy-5a-androstan-17-one|3Α-hydroxy-5α-androstan-17-one|3a-Hydroxyetioallocholan-17-one|3Α-hydroxyetioallocholan-17-one|5a-Androstane-3a-ol-17-one|5Α-androstane-3α-ol-17-one|5a-Androsterone|5Α-androsterone|3-alpha-Hydroxy-5-alpha-androstan-17-one|3 alpha Hydroxy 5 alpha androstan 17 one|5 alpha Androstan 3 alpha ol 17 one|5 alpha-Androstan-3 alpha-ol-17-one|Epiandrosterone|3-alpha-Hydroxy-17-androstanone|3-alpha-Hydroxy-5-alpha-androstane-17-one|3-alpha-Hydroxy-5alpha-androstan-17-one|3-alpha-Hydroxyetioallocholan-17-one|3-Hydroxy-(3-alpha,5-alpha)-androstan-17-one|3-Hydroxyandrostan-17-one|3alpha-Hydroxy-17-androstanone|5-alpha-Androstan-3-alpha-ol-17-one|5-alpha-Androstane-3alpha-ol-17-one|5-alpha-Androsterone|Androstanon-3-alpha-ol-17-one|Atromide ici|3Α-hydroxy-17-androstanone|3Α-hydroxy-5α-androstane-17-one|5Α-androstan-17-one-3α-ol|5Α-androstan-3α-ol-17-one|3alpha-Hydroxy-5alpha-androstane-17-one|5alpha-Androstan-17-one-3alpha-ol|5alpha-Androstan-3alpha-ol-17-one|Androsterone",C19H30O2,290.4403,290.224580204,"(1S,2S,5R,7S,10R,11S,15S)-5-hydroxy-2,15-dimethyltetracyclo[8.7.0.0^{2,7}.0^{11,15}]heptadecan-14-one","(1S,2S,5R,7S,10R,11S,15S)-5-hydroxy-2,15-dimethyltetracyclo[8.7.0.0^{2,7}.0^{11,15}]heptadecan-14-one",53-41-8,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])C[C@H](O)CC[C@]12C,"InChI=1S/C19H30O2/c1-18-9-7-13(20)11-12(18)3-4-14-15-5-6-17(21)19(15,2)10-8-16(14)18/h12-16,20H,3-11H2,1-2H3/t12-,13+,14-,15-,16-,18-,19-/m0/s1",QGXBDMJGAMFCBF-HLUDHZFRSA-N
HMDB0000032,7-Dehydrocholesterol,"(3beta)-Cholesta-5,7-dien-3-ol|5,7-Cholestadien-3-beta-ol|5,7-Cholestadien-3beta-ol|Provitamin D3|Cholesta-5,7-dien-3beta-ol|(3b)-Cholesta-5,7-dien-3-ol|(3Β)-cholesta-5,7-dien-3-ol|5,7-Cholestadien-3-b-ol|5,7-Cholestadien-3-β-ol|5,7-Cholestadien-3b-ol|5,7-Cholestadien-3β-ol|Cholesta-5,7-dien-3b-ol|Cholesta-5,7-dien-3β-ol|(-)-7-Dehydrocholesterol|10,13-Dimethyl-17-(6-methylheptan-2-yl)-2,3,4,9,11,12,14,15,16,17-decahydro-1H-cyclopenta[a]phenanthren-3-ol|17-(1,5-Dimethylhexyl)-10,13-dimethyl-2,3,4,9,10,11,12,13,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-ol|5,7-Cholestandien-3-ol|5,7-Cholestandien-3beta-ol|7,8-Dehydro-cholesterol|7,8-Didehydrocholesterol|7-Dehydro-cholesterol|7-Dehydrocholesterin|7DHC|Cholesta-5,7-dien-3 beta -ol|Cholesta-5,7-dien-3-beta-ol|Cholesta-5,7-dien-3-ol|Dehydrocholesterin|Dehydrocholesterol|Delta5,7-Cholestadien-3beta-ol|Delta5,7-Cholesterol|Delta7-Cholesterol|Provitamin-D3|Provitamin D(3)|Cholesta-5,7-dien-3 beta-ol|7-Dehydrocholesterol, (3beta,10alpha)-isomer|7-Dehydrocholesterol, (3beta,9beta,10alpha)-isomer|7-DHC|7-Dehydrocholesterol, (3alpha)-isomer|7-Dehydrocholesterol, (3beta,9beta)-isomer",C27H44O,384.6377,384.33921603,"(1S,2R,5S,11R,14R,15R)-2,15-dimethyl-14-[(2R)-6-methylheptan-2-yl]tetracyclo[8.7.0.0^{2,7}.0^{11,15}]heptadeca-7,9-dien-5-ol","(1S,2R,5S,11R,14R,15R)-2,15-dimethyl-14-[(2R)-6-methylheptan-2-yl]tetracyclo[8.7.0.0^{2,7}.0^{11,15}]heptadeca-7,9-dien-5-ol",434-16-2,[H][C@@]1(CC[C@@]2([H])C3=CC=C4C[C@@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCCC(C)C,"InChI=1S/C27H44O/c1-18(2)7-6-8-19(3)23-11-12-24-22-10-9-20-17-21(28)13-15-26(20,4)25(22)14-16-27(23,24)5/h9-10,18-19,21,23-25,28H,6-8,11-17H2,1-5H3/t19-,21+,23-,24+,25+,26+,27-/m1/s1",UCTLRSWJYQTBFZ-DDPQNLDTSA-N
HMDB0000034,Adenine,"6-Aminopurine|A|Ade|Adenin|Leucon|1,6-Dihydro-6-iminopurine|1H-Purin-6-amine|1H-Purine-6-amine|3,6-Dihydro-6-iminopurine|6-Amino-1H-purine|6-Amino-3H-purine|6-Amino-7H-purine|6-Amino-9H-purine|6-Amino-purine|9H-Purin-6-amine|9H-Purin-6-yl-amin|9H-Purin-6-ylamine|9H-Purine-6-amine|Adeninimine|Vitamin b4|Vitamin b 4|4, Vitamin b|b 4, Vitamin",C5H5N5,135.1267,135.054495185,7H-purin-6-amine,vitamin B4,73-24-5,NC1=C2NC=NC2=NC=N1,"InChI=1S/C5H5N5/c6-4-3-5(9-1-7-3)10-2-8-4/h1-2H,(H3,6,7,8,9,10)",GFFGJBXGBJISGV-UHFFFAOYSA-N
HMDB0000038,Dihydrobiopterin,"7,8-DIHYDROBIOPTERIN|L-Erythro-Q-dihydrobiopterin|Q-BH2|Quinonoid dihydrobiopterin|L-Erythro-7,8-dihydrobiopterin|L-Erythro-dihydrobiopterin|7,8-Dihydro-L-biopterin|BH2|Dihydrobiopterin",C9H13N5O3,239.2312,239.101839307,"2-amino-6-[(1R,2S)-1,2-dihydroxypropyl]-1,4,7,8-tetrahydropteridin-4-one",dihydrobiopterin,6779-87-9,C[C@H](O)[C@H](O)C1=NC2=C(NC1)NC(N)=NC2=O,"InChI=1S/C9H13N5O3/c1-3(15)6(16)4-2-11-7-5(12-4)8(17)14-9(10)13-7/h3,6,15-16H,2H2,1H3,(H4,10,11,13,14,17)/t3-,6-/m0/s1",FEMXZDUTFRTWPE-DZSWIPIPSA-N
HMDB0000039,Butyric acid,"1-Butanoic acid|1-Butyric acid|1-Propanecarboxylic acid|4:0|Acide butanoique|Acide butyrique|Butanic acid|Butanoate|Butanoic acid|Butoic acid|Buttersaeure|C4:0|CH3-[CH2]2-COOH|Ethylacetic acid|N-Butanoic acid|N-Butyric acid|Propanecarboxylic acid|Propylformic acid|Butyrate|1-Butanoate|1-Butyrate|1-Propanecarboxylate|Butanate|Butoate|Ethylacetate|N-Butanoate|N-Butyrate|Propanecarboxylate|Propylformate|Honey robber|Kyselina maselna|Butyrate, magnesium|Magnesium butyrate|Acid, butyric|Butyrate, sodium|Dibutyrate, magnesium|Magnesium dibutyrate|Sodium butyrate|Acid, butanoic|Butyric acid magnesium salt|Butyric acid, sodium salt|FA(4:0)|Butyric acid",C4H8O2,88.1051,88.0524295,butanoic acid,butyric acid,107-92-6,CCCC(O)=O,"InChI=1S/C4H8O2/c1-2-3-4(5)6/h2-3H2,1H3,(H,5,6)",FERIUCNNQQJTOY-UHFFFAOYSA-N
HMDB0000042,Acetic acid,"Acide acetique|AcOH|CH3-COOH|CH3CO2H|e 260|e-260|e260|Essigsaeure|Ethanoic acid|Ethoic acid|Ethylic acid|HOAc|INS no. 260|MeCO2h|MeCOOH|Methanecarboxylic acid|Glacial acetic acid|Acetasol|Ethanoate|Ethoate|Ethylate|Methanecarboxylate|Glacial acetate|Acetate|Kyselina octova|Vinegar|Vinegar acid|Acid, acetic|Acetic acid glacial|Acid glacial, acetic|Acid, glacial acetic|Acetic acid, glacial|Glacial, acetic acid",C2H4O2,60.052,60.021129372,acetic acid,acetic acid,64-19-7,CC(O)=O,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)",QTBSBXVTEAMEQO-UHFFFAOYSA-N
HMDB0000044,Ascorbic acid,"Acide ascorbique|Acido ascorbico|Acidum ascorbicum|Acidum ascorbinicum|Ascoltin|Ascorbicap|Ascorbinsaeure|e 300|e-300|e300|L-(+)-Ascorbic acid|L-Ascorbate|Vitamin C|Monodehydroascorbate radical|Ascorbate radical|Semidehydroascorbic acid|ASCOR|L-(+)-Ascorbate|L-Ascorbic acid|Monodehydroascorbic acid radical|Ascorbic acid radical|Semidehydroascorbate|Ascorbate|(+)-Ascorbate|(+)-Ascorbic acid|(+)-Sodium L-ascorbate|3-keto-L-Gulofuranolactone|3-oxo-L-Gulofuranolactone|Adenex|Allercorb|Antiscorbic vitamin|Antiscorbutic vitamin|arco-Cee|Ascor-b.i.d.|Ascorb|Ascorbajen|Ascorbicab|Ascorbicin|Ascorbin|Ascorbutina|Ascorin|Ascorteal|Ascorvit|C-Level|C-Long|C-Quin|C-Span|C-Vimin|Cantan|Cantaxin|Catavin C|Ce lent|Ce-mi-lin|Ce-vi-sol|Cebicure|Cebid|Cebion|Cebione|Cecon|Cee-caps TD|Cee-vite|Cegiolan|Ceglion|Ceklin|Celaskon|Celin|Cell C|Cemagyl|Cemill|Cenetone|Cenolate|Cereon|Cergona|Cescorbat|Cetamid|Cetane|Cetane-caps TC|Cetane-caps TD|Cetebe|Cetemican|Cevalin|Cevatine|Cevex|Cevi-bid|Cevimin|Cevital|Cevitamate|Cevitamic acid|Cevitamin|Cevitan|Cevitex|Cewin|Chewcee|Ciamin|Cipca|Citriscorb|Citrovit|Colascor|Concemin|Davitamon C|Dora-C-500|Duoscorb|Ferrous ascorbate|gamma-Lactone L-threo-hex-2-enonate|gamma-Lactone L-threo-hex-2-enonic acid|HiCee|Hybrin|ido-C|Juvamine|Kangbingfeng|Kyselina askorbova|L(+)-Ascorbate|L(+)-Ascorbic acid|L-3-Ketothreohexuronic acid lactone|L-Lyxoascorbate|L-Lyxoascorbic acid|L-threo-Ascorbic acid|L-Xyloascorbate|L-Xyloascorbic acid|Laroscorbine|Lemascorb|Liqui-cee|Meri-c|Natrascorb|Natrascorb injectable|Planavit C|Proscorbin|Redoxon|Ribena|Ronotec 100|Rontex 100|Roscorbic|Rovimix C|Scorbacid|Scorbu C|Scorbu-C|Secorbate|Sodascorbate|Suncoat VC 40|Testascorbic|VASC|Vicelat|Vicin|Vicomin C|Viforcit|Viscorin|Viscorin 100m|Vitace|Vitacee|Vitacimin|Vitacin|Vitamisin|Vitascorbol|Xitix|L Ascorbic acid|Acid, ascorbic|Ascorbate, ferrous|Ascorbate, sodium|Magnesium ascorbate|Magnesium ascorbicum|Magnesium di-L-ascorbate|Di-L-ascorbate, magnesium|Ascorbic acid, monosodium salt|Magnesium di L ascorbate|Magnorbin|Sodium ascorbate|Acid, L-ascorbic|Ascorbate, magnesium|ASCORBIC ACID",C6H8O6,176.1241,176.032087988,"(5R)-5-[(1S)-1,2-dihydroxyethyl]-3,4-dihydroxy-2,5-dihydrofuran-2-one",vitamin C,50-81-7,[H][C@@]1(OC(=O)C(O)=C1O)[C@@H](O)CO,"InChI=1S/C6H8O6/c7-1-2(8)5-3(9)4(10)6(11)12-5/h2,5,7-10H,1H2/t2-,5+/m0/s1",CIWBSHSKHKDKBQ-JLAZNSOCSA-N
HMDB0000045,Adenosine monophosphate,"5'-Adenosine monophosphate|5'-Adenylic acid|5'-AMP|5'-O-Phosphonoadenosine|Adenosine 5'-(dihydrogen phosphate)|Adenosine 5'-phosphate|Adenosine phosphate|Adenosine-5'-monophosphoric acid|Adenosine-5'p|Adenosini phosphas|Adenylate|Adenylic acid|Ado5'p|AMP|Fosfato de adenosina|pA|PAdo|Phosphate d'adenosine|Adenosine 5'-monophosphate|Adenyl|5'-Adenosine monophosphoric acid|5'-Adenylate|Adenosine 5'-(dihydrogen phosphoric acid)|Adenosine 5'-phosphoric acid|Adenosine phosphoric acid|Adenosine-5'-monophosphate|Phosphoric acid d'adenosine|Adenosine 5'-monophosphoric acid|Adenosine monophosphoric acid|Adenosine 5'-phosphorate|Adenosine-5'-monophosphorate|Adenosine-5-monophosphorate|Adenosine-5-monophosphoric acid|Adenosine-monophosphate|Adenosine-phosphate|Adenovite|Cardiomone|Lycedan|Muscle adenylate|Muscle adenylic acid|My-b-den|My-beta-den|Phosaden|Phosphaden|Phosphentaside|5'-Phosphate, adenosine|Acid, 2'-adenylic|2'-Adenylic acid|Adenosine 3' phosphate|Disodium, adenosine phosphate|Phosphate dipotassium, adenosine|Adenosine 2'-phosphate|Adenosine 5' phosphate|Adenosine phosphate dipotassium|Dipotassium, adenosine phosphate|2' Adenylic acid|5' Adenylic acid|Acid, 5'-adenylic|Adenosine 3'-phosphate|monoPhosphate, 2'-adenosine|Phosphate disodium, adenosine|2' Adenosine monophosphate|2'-AMP|2'-Adenosine monophosphate|Adenosine 2' phosphate|Adenosine phosphate disodium",C10H14N5O7P,347.2212,347.063084339,"{[(2R,3S,4R,5R)-5-(6-amino-9H-purin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy}phosphonic acid",adenylate,61-19-8,NC1=C2N=CN([C@@H]3O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]3O)C2=NC=N1,"InChI=1S/C10H14N5O7P/c11-8-5-9(13-2-12-8)15(3-14-5)10-7(17)6(16)4(22-10)1-21-23(18,19)20/h2-4,6-7,10,16-17H,1H2,(H2,11,12,13)(H2,18,19,20)/t4-,6-,7-,10-/m1/s1",UDMBCSSLTHHNCD-KQYNXXCUSA-N
HMDB0000050,Adenosine,"(2R,3R,4S,5R)-2-(6-Aminopurin-9-yl)-5-(hydroxymethyl)oxolane-3,4-diol|6-Amino-9-beta-D-ribofuranosyl-9H-purine|9-beta-D-Ribofuranosidoadenine|9-beta-D-Ribofuranosyl-9H-purin-6-amine|Ade-rib|Adenine deoxyribonucleoside|Adenocard|Adenocor|Adenoscan|Adenosin|Adenyldeoxyriboside|Ado|beta-D-Adenosine|Deoxyadenosine|Desoxyadenosine|6-Amino-9-b-D-ribofuranosyl-9H-purine|6-Amino-9-β-D-ribofuranosyl-9H-purine|9-b-D-Ribofuranosidoadenine|9-Β-D-ribofuranosidoadenine|9-b-D-Ribofuranosyl-9H-purin-6-amine|9-Β-D-ribofuranosyl-9H-purin-6-amine|b-D-Adenosine|Β-D-adenosine|1-(6-Amino-9H-purin-9-yl)-1-deoxy-beta-D-ribofuranose|1-(6-Amino-9H-purin-9-yl)-1-deoxy-beta-delta-ribofuranose|6-Amino-9beta-D-ribofuranosyl-9H-purine|6-Amino-9beta-delta-ribofuranosyl-9H-purine|9-beta-D-Arabinofuranosyladenine|9-beta-D-Ribofuranosyladenine|9-beta-delta-Arabinofuranosyladenine|9-beta-delta-Ribofuranosidoadenine|9-beta-delta-Ribofuranosyl-9H-purin-6-amine|9-beta-delta-Ribofuranosyladenine|9beta-D-Ribofuranosyl-9H-purin-6-amine|9beta-D-Ribofuranosyladenine|9beta-delta-Ribofuranosyl-9H-purin-6-amine|9beta-delta-Ribofuranosyladenine|Adenine nucleoside|Adenine riboside|Adenine-9beta-D-ribofuranoside|Adenine-9beta-delta-ribofuranoside|beta-Adenosine|beta-delta-Adenosine|Boniton|Myocol|Nucleocardyl|Sandesin",C10H13N5O4,267.2413,267.096753929,"(2R,3R,4S,5R)-2-(6-amino-9H-purin-9-yl)-5-(hydroxymethyl)oxolane-3,4-diol",adenosine,58-61-7,NC1=C2N=CN([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)C2=NC=N1,"InChI=1S/C10H13N5O4/c11-8-5-9(13-2-12-8)15(3-14-5)10-7(18)6(17)4(1-16)19-10/h2-4,6-7,10,16-18H,1H2,(H2,11,12,13)/t4-,6-,7-,10-/m1/s1",OIRDTQYFTABQOQ-KQYNXXCUSA-N
HMDB0000051,Ammonia,[NH3]|Ammoniac|Ammoniak|Amoniaco|NH3|R-717|Spirit OF hartshorn|Ammonia anhydrous|Ammonia inhalant|Ammonia solution strong|Ammonia water|Liquid ammonia|Am-fol|Ammonia (CONC 20% or greater)|Ammonia gas|Ammonia solution|Ammonia solution strong (NF)|Ammonia water (JP15)|Ammoniacum gummi|Ammoniak kconzentrierter|Ammoniakgas|Ammonium ion|Anhydrous ammonia|Aromatic ammonia vaporole|Azane|NH(3)|Nitro-sil|Primaeres amin|Sekundaeres amin|Tertiaeres amin,H3N,17.0305,17.026549101,ammonia,ammonia,7664-41-7,N,InChI=1S/H3N/h1H3,QGZKDVFQNNGYKY-UHFFFAOYSA-N
HMDB0000053,Androstenedione,"4-Androstene-3,17-dione|4-ANDROSTENE-3-17-dione|delta(4)-Androsten-3,17-dione|delta(4)-Androstene-3,17-dione|Δ(4)-Androsten-3,17-dione|Δ(4)-Androstene-3,17-dione|(4)-Androsten-3,17-dione|17-Ketotestosterone|3,17-Dioxoandrost-4-ene|4-Androsten-3,17-dione|4-Androstenedione|Androst-4-ene-3,17-dione|Androstendione|D4-Androstene-3,17-dione|delta4-Androstenedione|Fecundin|delta 4 Androstenedione|delta-4-Androstenedione|4 Androstene 3,17 dione|Androstenedione|delta4-Androstene-3,17-dione|Δ4-Androstene-3,17-dione",C19H26O2,286.4085,286.193280076,"(1S,2R,10R,11S,15S)-2,15-dimethyltetracyclo[8.7.0.0^{2,7}.0^{11,15}]heptadec-6-ene-5,14-dione","(1S,2R,10R,11S,15S)-2,15-dimethyltetracyclo[8.7.0.0^{2,7}.0^{11,15}]heptadec-6-ene-5,14-dione",63-05-8,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,"InChI=1S/C19H26O2/c1-18-9-7-13(20)11-12(18)3-4-14-15-5-6-17(21)19(15,2)10-8-16(14)18/h11,14-16H,3-10H2,1-2H3/t14-,15-,16-,18-,19-/m0/s1",AEMFNILZOJDQLW-QAGGRKNESA-N
